id,srcLatitude,srcLongitude,destLatitude,destLongitude,airline,srcAirport,destAirport
10431,33.39,120.13,24.54,118.13,Xiamen Airlines,YNZ,XMN
10432,11.03,77.04,19.09,72.87,Spicejet,CJB,BOM
10433,34.57,69.21,28.57,77.1,Spicejet,KBL,DEL
10434,40.49,-3.57,40.63,8.29,Ryanair,MAD,AHO
10435,58.88,5.64,50.03,8.54,Scandinavian Airlines System,SVG,FRA
10436,51.89,0.24,50.1,14.26,easyJet,STN,PRG
10437,36.86,117.22,43.54,125.12,Shandong Airlines,TNA,CGQ
10438,-23.33,-51.13,-15.65,-56.12,Azul,LDB,CGB
10439,51.29,6.77,47.44,19.26,Lufthansa,DUS,BUD
10440,34.9,-82.22,26.07,-80.15,Allegiant Air,GSP,FLL
10441,-22.49,17.46,-18.1,25.84,Air Namibia,WDH,VFA
10442,15.59,32.55,8.98,38.8,Sudan Airways,KRT,ADD
10443,40.08,116.58,45.62,126.25,Shenzhen Airlines,PEK,HRB
10444,37.4,121.37,45.62,126.25,Shenzhen Airlines,YNT,HRB
10445,-17.86,36.87,-25.92,32.57,Air Mozambique,UEL,MPM
10446,-27.51,-64.94,-34.56,-58.42,Aerolineas Argentinas,RHD,AEP
10447,44.88,-93.22,41.41,-81.85,United Airlines,MSP,CLE
10448,1.35,103.99,-6.9,107.58,Tiger Airways,SIN,BDO
10449,22.01,113.38,27.91,120.85,Shandong Airlines,ZUH,WNZ
10450,37.36,-121.93,33.43,-112.01,Southwest Airlines,SJC,PHX
10451,-22.91,-43.16,-14.82,-39.03,TAM Brazilian Airlines,SDU,IOS
10452,37.75,112.63,41.38,123.29,Shenzhen Airlines,TYN,SHE
10453,32.3,-86.39,32.9,-97.04,US Airways,MGM,DFW
10454,43.88,144.16,35.55,139.78,All Nippon Airways,MMB,HND
10455,39.97,119.73,31.14,121.81,China Eastern Airlines,SHP,PVG
10456,41.98,-87.9,39.18,-76.67,US Airways,ORD,BWI
10457,43.91,87.47,37.04,79.86,Shenzhen Airlines,URC,HTN
10458,31.14,121.81,23.4,116.68,Shanghai Airlines,PVG,SWA
10459,55.21,-162.73,61.17,-150,Peninsula Airways,CDB,ANC
10460,52.03,113.31,50.43,127.41,Isles of Scilly Skybus,HTA,BQS
10461,37.62,-122.37,46.26,-119.12,United Airlines,SFO,PSC
10462,55.97,37.41,61.65,50.85,Aeroflot Russian Airlines,SVO,SCW
10463,51.1,16.89,59.38,10.79,Ryanair,WRO,RYG
10464,32.54,-116.97,31.64,-106.43,Volaris,TIJ,CJS
10465,33.59,130.45,38.97,121.54,All Nippon Airways,FUK,DLC
10466,40.19,-76.76,33.64,-84.43,KLM Royal Dutch Airlines,MDT,ATL
10467,43.63,1.36,52.31,4.76,KLM Royal Dutch Airlines,TLS,AMS
10468,47.46,8.55,39.55,2.73,Swiss International Air Lines,ZRH,PMI
10469,53.35,-2.27,55.62,12.66,easyJet,MAN,CPH
10470,26.88,100.23,25.22,110.04,Japan Air System,LJG,KWL
10471,42.7,23.41,44.54,11.29,Wizz Air,SOF,BLQ
10472,43.58,144.96,35.55,139.78,All Nippon Airways,SHB,HND
10473,45.2,7.65,38.91,16.24,Alitalia,TRN,SUF
10474,20.94,-89.66,19.44,-99.07,Volaris,MID,MEX
10475,35.76,140.39,31.8,130.72,Genesis,NRT,KOJ
10476,28.43,-81.31,21.04,-86.88,Delta Air Lines,MCO,CUN
10477,28.48,-16.34,33.37,-7.59,Royal Air Maroc,TFN,CMN
10478,28.85,105.39,23.39,113.3,Shenzhen Airlines,LZO,CAN
10479,49.95,7.26,41.8,12.59,Ryanair,HHN,CIA
10480,-38.95,-68.16,-34.56,-58.42,LAN Airlines,NQN,AEP
10481,48.69,9.22,41.3,2.08,Formosa Airlines,STR,BCN
10482,46.79,23.69,44.54,11.29,Wizz Air,CLJ,BLQ
10483,21.22,105.81,13.68,100.75,Vietnam Airlines,HAN,BKK
10484,28.56,121.43,23.39,113.3,Shenzhen Airlines,HYN,CAN
10485,-2.7,141.3,-9.44,147.22,Air Niugini,VAI,POM
10486,53.91,-8.82,51.45,5.37,Ryanair,NOC,EIN
10487,21.7,95.98,13.91,100.61,Thai AirAsia,MDL,DMK
10488,38.78,-9.14,41.3,2.08,Formosa Airlines,LIS,BCN
10489,38.51,-122.81,47.45,-122.31,Alaska Airlines,STS,SEA
10490,19.15,-96.19,21.04,-86.88,Volaris,VER,CUN
10491,52.38,13.52,43.68,10.39,easyJet,SXF,PSA
10492,-18.05,-70.28,-12.02,-77.11,LAN Airlines,TCQ,LIM
10493,52.56,13.29,43.62,13.36,Germanwings,TXL,AOI
10494,40.78,-73.87,33.94,-81.12,Delta Air Lines,LGA,CAE
10495,35.69,51.31,29.08,58.45,Iran Aseman Airlines,THR,BXR
10496,45.65,12.19,49.81,23.96,Wizz Air Ukraine,TSF,LWO
10497,-2.16,-79.88,4.7,-74.15,Avianca - Aerovias Nacionales de Colombia,GYE,BOG
10498,38.28,114.7,31.2,121.34,Caucasus Airlines,SJW,SHA
10499,53.35,-2.27,46.24,6.11,easyJet,MAN,GVA
10500,56.92,23.97,50.1,14.26,Czech Airlines,RIX,PRG
10501,29.54,52.59,36.23,59.64,Iran Air,SYZ,MHD
10502,40.9,29.31,37.89,40.2,Turkish Airlines,SAW,DIY
10503,40.79,-111.98,44.12,-123.21,Delta Air Lines,SLC,EUG
10504,43.1,6.15,51.96,4.44,Transavia Holland,TLN,RTM
10505,28.43,-81.31,36.12,-86.68,Southwest Airlines,MCO,BNA
10506,40.78,-73.87,42.88,-85.52,Delta Air Lines,LGA,GRR
10507,38.06,128.67,31.14,121.81,Juneyao Airlines,YNY,PVG
10508,51.29,6.77,42.55,9.48,Germanwings,DUS,BIA
10509,41.41,19.72,48.35,11.79,Lufthansa,TIA,MUC
10510,33.26,44.23,26.27,50.63,Gulf Air Bahrain,BGW,BAH
10511,51.1,16.89,59.19,10.26,Wizz Air,WRO,TRF
10512,6.16,-75.42,12.58,-81.71,Copa Airlines,MDE,ADZ
10513,45.22,14.57,53.63,9.99,Germanwings,RJK,HAM
10514,24.96,46.7,16.9,42.59,Nas Air,RUH,GIZ
10515,41.98,-87.9,43.99,-76.02,US Airways,ORD,ART
10516,51.89,0.24,57.77,11.87,Ryanair,STN,GSE
10517,27.91,120.85,34.52,113.84,Caucasus Airlines,WNZ,CGO
10518,36.2,-95.89,44.88,-93.22,Delta Air Lines,TUL,MSP
10519,42.43,14.18,49.95,7.26,Ryanair,PSR,HHN
10520,36.28,-94.31,39.86,-104.67,United Airlines,XNA,DEN
10521,51.87,-0.37,43.32,3.35,Ryanair,LTN,BZR
10522,40.08,116.58,47.24,123.92,Shenzhen Airlines,PEK,NDG
10523,43.44,5.21,51.48,-0.46,British Airways,MRS,LHR
10524,-31.94,115.97,-23.17,117.75,Virgin Australia,PER,PBO
10525,-23.43,144.28,-27.38,153.12,Qantas,LRE,BNE
10526,40.98,28.81,33.82,35.49,Turkish Airlines,IST,BEY
10527,-34.56,-58.42,-31.57,-68.42,LAN Airlines,AEP,UAQ
10528,44.54,11.29,52.31,4.76,China Eastern Airlines,BLQ,AMS
10529,30.49,-81.69,39.05,-84.67,Delta Air Lines,JAX,CVG
10530,22.64,113.81,27.25,105.43,China Southern Airlines,SZX,BFJ
10531,34.45,108.75,31.74,118.86,Shenzhen Airlines,XIY,NKG
10532,51.89,0.24,43.43,-3.82,Ryanair,STN,SDR
10533,44.11,15.35,52.17,20.97,Eurolot,ZAD,WAW
10534,37.4,121.37,30.78,114.21,Shenzhen Airlines,YNT,WUH
10535,49.63,6.21,41.8,12.25,Luxair,LUX,FCO
10536,41.73,-71.42,42.21,-83.35,Delta Air Lines,PVD,DTW
10537,55.53,13.37,47.44,19.26,Wizz Air,MMX,BUD
10538,43.44,5.21,52.31,4.76,KLM Royal Dutch Airlines,MRS,AMS
10539,51.29,6.77,43.62,13.36,Germanwings,DUS,AOI
10540,44.88,-63.51,40.69,-74.17,United Airlines,YHZ,EWR
10541,27.98,-82.53,36.12,-86.68,Southwest Airlines,TPA,BNA
10542,51.15,-0.19,55.62,12.66,easyJet,LGW,CPH
10543,58.79,16.91,50.08,19.78,Ryanair,NYO,KRK
10544,34.64,-86.78,38.85,-77.04,US Airways,HSV,DCA
10545,26.56,-78.7,35.21,-80.94,US Airways,FPO,CLT
10546,51.29,6.77,42.53,8.79,Air Berlin,DUS,CLY
10547,48.11,16.57,40.52,22.97,Austrian Airlines,VIE,SKG
10548,37.74,-25.7,32.7,-16.77,TAP Portugal,PDL,FNC
10549,52.45,20.65,59.38,10.79,Ryanair,WMI,RYG
10550,48.35,11.79,40.66,17.95,Meridiana,MUC,BDS
10551,35.88,-78.79,42.36,-71.01,Delta Air Lines,RDU,BOS
10552,21.09,79.05,22.65,88.45,Go Air,NAG,CCU
10553,42.18,42.48,49.92,36.29,Wizz Air Ukraine,KUT,HRK
10554,52.56,13.29,43.81,11.21,Formosa Airlines,TXL,FLR
10555,-10.45,105.69,-12.19,96.83,Virgin Australia,XCH,CCK
10556,39.55,2.73,41.25,-8.68,Ryanair,PMI,OPO
10557,36.85,10.23,45.63,8.73,Tunisair,TUN,MXP
10558,24.99,102.74,28.92,111.64,China SSS,KMG,CGD
10559,41.98,-87.9,38.85,-77.04,US Airways,ORD,DCA
10560,56.74,60.8,62.18,74.53,Ciel Canadien,SVX,KGP
10561,48.11,16.57,39.6,19.91,Niki,VIE,CFU
10562,52.2,77.07,43.35,77.04,Air Astana,PWQ,ALA
10563,35.04,-89.98,42.21,-83.35,Delta Air Lines,MEM,DTW
10564,51.89,0.24,43.3,-2.91,easyJet,STN,BIO
10565,19.86,75.4,28.57,77.1,Spicejet,IXU,DEL
10566,55.97,37.41,47.26,39.82,Aeroflot Russian Airlines,SVO,ROV
10567,52.17,20.97,51.29,6.77,LOT Polish Airlines,WAW,DUS
10568,13.05,109.33,21.22,105.81,Vietnam Airlines,TBB,HAN
10569,33.68,-78.93,40.98,-85.2,Allegiant Air,MYR,FWA
10570,-8.75,115.17,-6.13,106.66,Sriwijaya Air,DPS,CGK
10571,45.45,9.28,51.48,-0.46,Air Baltic,LIN,LHR
10572,36.85,10.23,35.62,-0.62,Tunisair,TUN,ORN
10573,52.38,13.52,53.88,28.03,Belavia Belarusian Airlines,SXF,MSQ
10574,40.78,-73.87,34.9,-82.22,Delta Air Lines,LGA,GSP
10575,21.22,105.81,12.67,108.12,Vietnam Airlines,HAN,BMV
10576,37.75,112.63,29.1,110.44,China Southern Airlines,TYN,DYG
10577,62.09,129.77,66.4,112.03,Aircompany Yakutia,YKS,PYJ
10578,21.22,105.81,13.91,100.61,Thai AirAsia,HAN,DMK
10579,30.78,114.21,30.58,103.95,Shenzhen Airlines,WUH,CTU
10580,51.48,-0.46,55.62,12.66,Scandinavian Airlines System,LHR,CPH
10581,41.79,-87.75,39.18,-76.67,Southwest Airlines,MDW,BWI
10582,23.4,116.68,31.2,121.34,China Eastern Airlines,SWA,SHA
10583,-26.14,28.25,-19.8,34.91,Air Mozambique,JNB,BEW
10584,22.61,108.17,30.58,103.95,Shenzhen Airlines,NNG,CTU
10585,49.63,6.21,41.3,2.08,Formosa Airlines,LUX,BCN
10586,1.35,103.99,8.11,98.32,Tiger Airways,SIN,HKT
10587,18.1,-15.95,9.58,-13.61,Air France,NKC,CKY
10588,40.28,-74.81,39.72,-86.29,Frontier Airlines,TTN,IND
10589,53.5,50.15,50.64,36.59,BRA-Transportes Aereos,KUF,EGO
10590,-23.01,-47.13,-21.25,-56.45,Azul,VCP,BYO
10591,22.01,113.38,30.78,114.21,China Southern Airlines,ZUH,WUH
10592,48.69,9.22,42.56,18.27,Germanwings,STR,DBV
10593,42.93,-71.44,42.21,-83.35,Delta Air Lines,MHT,DTW
10594,-32.83,-68.79,-34.56,-58.42,LAN Airlines,MDZ,AEP
10595,51.89,0.24,45.67,9.7,Ryanair,STN,BGY
10596,4.7,-74.15,12.5,-70.02,LAN Airlines,BOG,AUA
10597,43.66,7.22,52.31,4.76,KLM Royal Dutch Airlines,NCE,AMS
10598,45.2,7.65,40.66,17.95,Ryanair,TRN,BDS
10599,32.15,112.29,23.39,113.3,China Southern Airlines,XFN,CAN
10600,45.51,12.35,36.85,10.23,Tunisair,VCE,TUN
10601,27.7,118,36.27,120.37,Shandong Airlines,WUS,TAO
10602,26.2,127.65,33.83,132.7,All Nippon Airways,OKA,MYJ
10603,37.47,126.45,30.23,120.43,Asiana Airlines,ICN,HGH
10604,43.58,3.96,51.87,-0.37,easyJet,MPL,LTN
10605,-29.38,-66.8,-34.56,-58.42,Aerolineas Argentinas,IRJ,AEP
10606,48.11,16.57,40.9,9.52,Austrian Airlines,VIE,OLB
10607,34.45,108.75,29.34,117.18,Shenzhen Airlines,XIY,JDZ
10608,53.33,-2.85,44.83,0.52,Ryanair,LPL,EGC
10609,59.35,5.21,54.38,18.47,Wizz Air,HAU,GDN
10610,56.83,53.46,55.41,37.91,IzAvia,IJK,DME
10611,43.44,5.21,35.76,10.75,Tunisair,MRS,MIR
10612,34.86,136.81,42.78,141.69,All Nippon Airways,NGO,CTS
10613,-26.14,28.25,-17.83,25.16,South African Airways,JNB,BBK
10614,4.01,9.72,4.4,18.52,Ethiopian Airlines,DLA,BGF
10615,30.23,120.43,38.97,121.54,Shenzhen Airlines,HGH,DLC
10616,41.98,-87.9,33.64,-84.43,Virgin Atlantic Airways,ORD,ATL
10617,51.89,0.24,43.22,2.31,Ryanair,STN,CCF
10618,49.95,7.26,55.95,-3.37,Ryanair,HHN,EDI
10619,38.48,106.01,29.72,106.64,Shenzhen Airlines,INC,CKG
10620,46.22,14.46,52.31,4.76,Adria Airways,LJU,AMS
10621,16.04,108.2,23.39,113.3,Vietnam Airlines,DAD,CAN
10622,16.91,96.13,23.84,90.4,Biman Bangladesh Airlines,RGN,DAC
10623,6.16,-75.42,12.19,-68.96,Insel Air (7I/INC) (Priv),MDE,CUR
10624,39.12,117.35,31.14,121.81,China Eastern Airlines,TSN,PVG
10625,38.07,15.65,45.45,9.28,Blue Panorama Airlines,REG,LIN
10626,46.11,-64.68,40.69,-74.17,United Airlines,YQM,EWR
10627,39.55,2.73,37.01,-7.97,Air Berlin,PMI,FAO
10628,38.7,-121.59,47.45,-122.31,Southwest Airlines,SMF,SEA
10629,45.79,24.09,48.35,11.79,Tarom,SBZ,MUC
10630,43.11,-76.11,41.98,-87.9,US Airways,SYR,ORD
10631,7.06,171.27,-0.55,166.92,Nauru Air Corporation,MAJ,INU
10632,51.02,71.47,42.36,69.48,Air Astana,TSE,CIT
10633,30.23,120.43,36.72,127.5,China Eastern Airlines,HGH,CJJ
10634,40.08,116.58,32.07,120.98,Shenzhen Airlines,PEK,NTG
10635,23.72,-15.93,30.38,-9.55,Royal Air Maroc,VIL,AGA
10636,18.58,73.92,10.16,76.39,Spicejet,PNQ,COK
10637,34.86,136.81,37.47,126.45,Turkish Airlines,NGO,ICN
10638,39.55,2.73,47.59,7.53,TUIfly,PMI,BSL
10639,38.75,-90.37,29.99,-90.26,Southwest Airlines,STL,MSY
10640,60.19,11.1,55.95,-3.37,Scandinavian Airlines System,OSL,EDI
10641,-33.95,151.18,-25.32,152.88,Virgin Australia,SYD,HVB
10642,-32.83,-68.79,-34.82,-58.54,Aerolineas Argentinas,MDZ,EZE
10643,27.98,-82.53,19.29,-81.36,Cayman Airways,TPA,GCM
10644,41.67,-1.04,45.67,9.7,Ryanair,ZAZ,BGY
10645,42.88,-85.52,40.69,-74.17,United Airlines,GRR,EWR
10646,48.26,-101.28,39.86,-104.67,United Airlines,MOT,DEN
10647,43.11,-76.11,35.21,-80.94,US Airways,SYR,CLT
10648,1.73,40.09,9.52,44.09,Flightline,WJR,HGA
10649,24.99,102.74,19.93,110.46,China Eastern Airlines,KMG,HAK
10650,44.11,15.35,50.87,7.14,Germanwings,ZAD,CGN
10651,38.17,-85.74,44.88,-93.22,Delta Air Lines,SDF,MSP
10652,32.9,-97.04,28.7,-105.96,US Airways,DFW,CUU
10653,26.29,78.23,19.09,72.87,Air India Limited,GWL,BOM
10654,32.01,34.89,35.34,25.18,Aegean Airlines,TLV,HER
10655,18.04,-63.11,18.58,-72.29,Insel Air (7I/INC) (Priv),SXM,PAP
10656,40.78,-73.87,38.04,-84.61,Delta Air Lines,LGA,LEX
10657,36.08,-115.15,38.81,-104.7,Allegiant Air,LAS,COS
10658,1.12,104.12,-6.9,107.58,Lion Mentari Airlines,BTH,BDO
10659,15.59,32.55,21.68,39.16,Nas Air,KRT,JED
10660,-35.31,149.2,-34.95,138.53,Virgin Australia,CBR,ADL
10661,51.87,-0.37,43.76,4.42,Ryanair,LTN,FNI
10662,-13.79,33.78,-6.88,39.2,Ethiopian Airlines,LLW,DAR
10663,19.76,-70.57,17.14,-61.79,Condor Flugdienst,POP,ANU
10664,30.78,114.21,39.12,117.35,China Eastern Airlines,WUH,TSN
10665,24.55,39.71,29.23,47.97,Nas Air,MED,KWI
10666,30.47,-87.19,32.9,-97.04,US Airways,PNS,DFW
10667,38.91,16.24,45.63,8.73,easyJet,SUF,MXP
10668,-23.48,-52.02,-15.65,-56.12,Azul,MGF,CGB
10669,2.75,101.71,1.48,110.35,Malindo Air,KUL,KCH
10670,34.16,117.11,41.38,123.29,Sichuan Airlines,XUZ,SHE
10671,33.43,-112.01,39.86,-104.67,Southwest Airlines,PHX,DEN
10672,38.78,-9.14,44.83,-0.72,easyJet,LIS,BOD
10673,17.94,-76.79,26.07,-80.15,Spirit Airlines,KIN,FLL
10674,40.79,-111.98,32.12,-110.94,AirTran Airways,SLC,TUS
10675,34.41,112.28,38.97,121.54,China Eastern Airlines,LYA,DLC
10676,25.22,110.04,25.94,119.66,Shandong Airlines,KWL,FOC
10677,30.55,47.66,24.43,54.65,Etihad Airways,BSR,AUH
10678,34.64,-86.78,32.9,-97.04,US Airways,HSV,DFW
10679,51.89,0.24,43.18,-0.01,Ryanair,STN,LDE
10680,47.15,-1.61,42.53,8.79,Air Senegal International,NTE,CLY
10681,26.54,-81.76,35.21,-80.94,US Airways,RSW,CLT
10682,6.17,1.25,4.01,9.72,Ethiopian Airlines,LFW,DLA
10683,52.17,20.97,50.87,7.14,Germanwings,WAW,CGN
10684,35.18,128.94,30.23,120.43,Asiana Airlines,PUS,HGH
10685,58.41,15.68,52.31,4.76,KLM Royal Dutch Airlines,LPI,AMS
10686,39.5,-119.77,33.43,-112.01,Southwest Airlines,RNO,PHX
10687,30.67,111.44,29.83,121.46,Cargo Plus Aviation,YIH,NGB
10688,29.83,121.46,37.47,126.45,Asiana Airlines,NGB,ICN
10689,31.2,121.34,28.92,111.64,China SSS,SHA,CGD
10690,45.51,12.35,36.82,11.97,Air Senegal International,VCE,PNL
10691,48.11,16.57,51.96,4.44,Transavia Holland,VIE,RTM
10692,-17.7,168.32,-17.76,177.44,Solomon Airlines,VLI,NAN
10693,42.57,21.04,48.35,11.79,Lufthansa,PRN,MUC
10694,50.47,19.08,51.45,5.37,Wizz Air,KTW,EIN
10695,29.72,106.64,23.39,113.3,Shenzhen Airlines,CKG,CAN
10696,38.78,-9.14,32.7,-16.77,US Airways,LIS,FNC
10697,36.27,120.37,33.59,130.45,China Eastern Airlines,TAO,FUK
10698,25.33,55.52,30.55,47.66,Air Arabia,SHJ,BSR
10699,42.37,-122.87,36.08,-115.15,Allegiant Air,MFR,LAS
10700,-12.99,40.52,-19.8,34.91,Air Mozambique,POL,BEW
10701,41.98,-87.9,35.21,-80.94,US Airways,ORD,CLT
10702,45.63,8.73,38.87,1.37,easyJet,MXP,IBZ
10703,53.32,-60.43,44.88,-63.51,Air Canada,YYR,YHZ
10704,49.01,2.55,57.2,-2.2,Flybe,CDG,ABZ
10705,14.51,121.02,7.13,125.65,Philippine Airlines,MNL,DVO
10706,40.9,9.52,49.5,11.07,Meridiana,OLB,NUE
10707,41.8,12.25,36.69,3.22,Alitalia,FCO,ALG
10708,44.83,-0.72,36.69,3.22,Air Algerie,BOD,ALG
10709,31.14,121.81,22.58,120.35,Juneyao Airlines,PVG,KHH
10710,45.63,8.73,51.87,-0.37,easyJet,MXP,LTN
10711,40.79,-111.98,37.62,-122.37,United Airlines,SLC,SFO
10712,35.56,45.31,31.72,35.99,Royal Jordanian,ISU,AMM
10713,41.38,123.29,40.85,111.82,Shenzhen Airlines,SHE,HET
10714,32.15,112.29,40.08,116.58,Shenzhen Airlines,XFN,PEK
10715,50.11,22.02,50.03,8.54,Lufthansa,RZE,FRA
10716,30.78,114.21,22.15,113.59,Air Macau,WUH,MFM
10717,30.67,111.44,22.31,113.91,Sichuan Airlines,YIH,HKG
10718,-6.97,110.37,-1.27,116.89,Lion Mentari Airlines,SRG,BPN
10719,48.73,2.36,41.5,9.1,Corse-Mediterranee,ORY,FSC
